id,name,table_bookings,online_ordering,location,rating,votes,phone,restaurant_type,restaurant_operation,popular_dishes,cuisines_offered,primary_cuisine,dining_cost
2816,Nandhanus Rasoi,Yes,No,Chelsea,3.4/5,9.0, 9632490428,Quick Bites,Delivery,1.0,3.0,Chinese,0.0
27786,Samosa Singh,Yes,No,East Village,,0.0,080 43334333,Quick Bites,Delivery,1.0,2.0,American,0.0
49010,Napoli Italian Bistro,Yes,Yes,East Village,4.1 /5,1073.0,"080 22580999
 9343011648",Casual Dining,Delivery,7.0,4.0,Italian,1.0
33249,Adithya Family Restaurant,No,No,Lower Manhattan,3.7 /5,27.0, 9845284661,Quick Bites,Delivery,1.0,1.0,Mexican,0.0
33349,Wild Thyme Restaurant,No,No,Tribeca,4.4 /5,44.0," 9742599919,  8025505542",Casual Dining,Delivery,,5.0,Chinese,1.0
30211,Tandoori,Yes,No,Tribeca,,0.0, 7353770007,Quick Bites,Delivery,1.0,2.0,American,0.0
20316,New Prashanth Hotel,Yes,No,Chelsea,3.6/5,142.0,"080 26530150,  8861190190",Casual Dining,Delivery,,4.0,Mexican,1.0
50575,Picnik,Yes,No,Chinatown,NEW,0.0, 7829690999,Quick Bites,Delivery,1.0,3.0,American,0.0
44869,Delhi Highway,Yes,Yes,Greenwich,4.4 /5,3429.0,"080 42111151
 8884042151",Casual Dining,Delivery,7.0,2.0,American,1.0
35324,The Yellow Chilli,Yes,Yes,Chelsea,,584.0,080 41712345,Casual Dining,Delivery,7.0,3.0,American,1.0
8245,Bong Connections,No,No,Chinatown,NEW,0.0, 7209035062,Quick Bites,Dine-out,1.0,2.0,Chinese,0.0
3022,Mandi,Yes,Yes,Midtown,3.8/5,560.0,"080 26581432,  9880493432",Casual Dining,Delivery,7.0,1.0,American,1.0
32979,The Monalisa Restaurant,Yes,No,Tribeca,3.3 /5,4.0," 7795514911,  7022142858",Quick Bites,Delivery,1.0,1.0,Chinese,0.0
23241,The Onyx - The HHI Select Bengaluru,No,No,Midtown,3.3/5,177.0," 9742281239,  8884404894",Casual Dining,Dine-out,7.0,3.0,American,1.0
21658,Bruncherz,No,No,Lower Manhattan,3.5 /5,15.0," 9481160720,  9900690335",Quick Bites,Dine-out,1.0,2.0,American,0.0
31202,The Monalisa Restaurant,Yes,No,Tribeca,3.3 /5,4.0," 7795514911,  7022142858",Quick Bites,Dine-out,1.0,1.0,Chinese,0.0
45806,The Pizza Bakery,Yes,Yes,Greenwich,4.8 /5,1785.0,080 49652602,Casual Dining,Dine-out,7.0,3.0,Italian,1.0
26574,Cafe Medley,Yes,No,Tribeca,,1063.0," 8041160865,  9845141475",Cafe,Cafes,7.0,3.0,Snacks,1.0
18191,Paratha Plaza,Yes,No,Greenwich,3.7/5,155.0, 9740258348,,Delivery,7.0,,American,0.0
32998,Tandoori,Yes,No,Tribeca,,0.0, 7353770007,Quick Bites,Delivery,,2.0,American,0.0
21818,SlimSins Cafe,No,No,Chelsea,4.1/5,710.0, 9535582766,Cafe,Cafes,7.0,2.0,Snacks,1.0
8750,Village Kitchen,Yes,No,East Village,,0.0, 7022704592,Quick Bites,Delivery,1.0,3.0,Mexican,0.0
33935,Chianti,No,Yes,Tribeca,4.7 /5,4870.0,"080 41132021
080 41132024",Casual Dining,Dine-out,7.0,1.0,Italian,1.0
19637,Bathinda Tandoor,Yes,No,Lower Manhattan,3.7/5,40.0," 7899987436,  7708528198",Quick Bites,Delivery,1.0,1.0,American,0.0
17291,Just Nachos,No,No,East Village,3.7/5,34.0, 9738777564,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
10784,Ande Ka Funda,No,No,Lower Manhattan,2.8/5,60.0, 9902666308,Quick Bites,Dine-out,2.0,3.0,American,0.0
41799,Ande Ka Funda,Yes,No,Staten and Ellis Islands,3.3 /5,228.0, 9036527030,Quick Bites,Dine-out,1.0,3.0,American,0.0
28929,Mudpipe Cafe,Yes,Yes,Lower Manhattan,4.5 /5,1879.0, 9631220007,Cafe,Dine-out,7.0,3.0,Snacks,1.0
30708,Five Star New Ambur Burger,No,No,Lower Manhattan,,0.0," 7892214574,  9738310824",Quick Bites,Delivery,1.0,4.0,Italian,0.0
51563,Get Grilled,No,No,Chinatown,,0.0, 9742323326,Quick Bites,Dine-out,1.0,3.0,American,0.0
10759,Chettinad Food House,No,No,Lower Manhattan,3.1/5,7.0, 9448467130,Quick Bites,Dine-out,1.0,3.0,Mexican,0.0
22988,Mango Greens,No,Yes,Midtown,3.9/5,48.0," 9880863789, 080 26851030",Casual Dining,Desserts,1.0,3.0,American,1.0
18685,Pasta Street,Yes,Yes,Greenwich,4.5/5,1619.0,"080 48504242, 080 48501500",Casual Dining,Dine-out,7.0,3.0,Italian,1.0
18009,Little Italy,Yes,Yes,Greenwich,4.3/5,3276.0,"080 25207171, 080 25207272",Casual Dining,Delivery,7.0,3.0,Italian,1.0
10770,What the Food,No,No,Lower Manhattan,3.6/5,38.0," 9739019190,  9845040679",Quick Bites,Dine-out,1.0,3.0,American,0.0
29688,Delhi Burger Cafe,Yes,No,Lower Manhattan,3.5 /5,10.0, 9650411375,Quick Bites,Delivery,1.0,2.0,American,0.0
7314,Hyderabad Burger,No,No,Chinatown,,0.0, 9786055096,Quick Bites,Delivery,1.0,1.0,Italian,0.0
29418,Village Donne Burger,Yes,No,Tribeca,3.3 /5,49.0, 9880187342,Quick Bites,Delivery,1.0,1.0,Italian,0.0
21743,Churchill's,Yes,Yes,Midtown,4.1/5,1407.0," 9035475040,  9845033470",Casual Dining,Drinks & nightlife,7.0,2.0,,1.0
41605,Jashn,Yes,No,Staten and Ellis Islands,3.7 /5,132.0," 9742284226
080 41491004",Casual Dining,Dine-out,7.0,1.0,American,1.0
46124,Blistering Barnacles,No,Yes,Greenwich,3.9 /5,1224.0, 7349015317,Pub,Pubs and bars,7.0,4.0,Chinese,1.0
11226,Chung Wah Opus,Yes,No,Midtown,3.0 /5,59.0,"080 65788688
080 65788588",,Dine-out,3.0,2.0,Chinese,1.0
10162,Bullet Burger,Yes,No,Lower Manhattan,3.2/5,9.0, 7349474748,Takeaway,Delivery,1.0,1.0,Italian,0.0
30735,Ruchi's Foodies Blast,No,No,Lower Manhattan,NEW,, 8951004953,Takeaway,Delivery,1.0,2.0,Chinese,0.0
30827,Royal's Burger,Yes,No,Lower Manhattan,,0.0, 9980871513,Quick Bites,Delivery,1.0,1.0,Italian,0.0
973,New Mahesh Friends Food Corner,Yes,No,Lower Manhattan,3.2/5,44.0," 9902419754,  9972913805",Quick Bites,Delivery,1.0,2.0,American,0.0
51110,Petoo,Yes,No,Chinatown,4.0 /5,143.0, 9845008658,Casual Dining,Dine-out,3.0,3.0,American,1.0
21213,Vijayalakshmi Veg,Yes,No,Chelsea,3.9 /5,100.0,080 49653105,,Dine-out,4.0,1.0,Mexican,0.0
35419,Rajesh Restaurant,Yes,Yes,East Village,3.5 /5,59.0," 8095457454
 7090207707",Casual Dining,Delivery,2.0,4.0,American,1.0
28976,Perk Bytes,Yes,No,East Village,4.1 /5,134.0,"080 42023320,  9902913320",Casual Dining,Dine-out,4.0,1.0,American,1.0
21325,Polamma's Mess,Yes,No,Lower Manhattan,4.2 /5,185.0, 9743060222,Mess,Dine-out,7.0,3.0,American,0.0
21591,Healthy Parathawala,Yes,No,Lower Manhattan,,0.0, 8095555240,Quick Bites,Dine-out,1.0,1.0,American,0.0
44726,Pasta Street,Yes,Yes,Greenwich,4.5 /5,1670.0,"080 48504242
080 48501500",Casual Dining,Buffet,7.0,3.0,Italian,1.0
33502,Sri Sharana Basaveshwara Khanavali,No,No,Lower Manhattan,,0.0, 9743806316,Quick Bites,,1.0,1.0,Mexican,0.0
29277,Urban Spoon Buffet Restaurant,No,Yes,Tribeca,3.5 /5,32.0," 9900178610,  9900178608",Casual Dining,Buffet,1.0,2.0,American,1.0
10278,Smally's Resto Cafe,Yes,Yes,Tribeca,4.2 /5,1722.0," 7406772442
 7406772332",Cafe,Desserts,7.0,5.0,Snacks,1.0
7068,Mani's Dum Burger,Yes,No,Staten and Ellis Islands,3.9/5,279.0,"080 43006111,  9606441695",Casual Dining,Delivery,3.0,2.0,Italian,1.0
17590,Starbucks,No,No,Greenwich,4.2/5,583.0, 8884678529,Cafe,Cafes,7.0,2.0,Snacks,1.0
35514,Tim Tai,Yes,Yes,Tribeca,4.4 /5,3677.0," 7204198888
 9110635136",,Delivery,7.0,7.0,Chinese,1.0
44917,Seafood Place,Yes,No,Greenwich,4.1 /5,298.0,"080 25252494
 9847398448",Casual Dining,Delivery,7.0,5.0,Chinese,1.0
41331,New Milestone Restaurant,Yes,No,Staten and Ellis Islands,3.4 /5,6.0," 9071044443
 8867711998",Casual Dining,Delivery,1.0,1.0,American,1.0
42777,The Teal Door Cafe,Yes,No,Greenwich,4.2 /5,1918.0,080 49653146,Cafe,Delivery,7.0,2.0,Snacks,1.0
36259,Alechemy,No,No,Lower Manhattan,,0.0, 8971246327,Casual Dining,Delivery,1.0,1.0,American,1.0
29717,Biriyani Zone,Yes,No,East Village,3.9 /5,670.0," 9980000887,  9980000744",Casual Dining,Delivery,7.0,4.0,Italian,1.0
17082,That Garage Cafe,Yes,No,East Village,3.1/5,102.0, 8197831158,Cafe,Dine-out,5.0,6.0,Snacks,1.0
17531,Southindies,No,Yes,Greenwich,4.1/5,1224.0,"080 41636363, 080 41636362",Casual Dining,Buffet,7.0,4.0,Mexican,1.0
3964,Chullah Bhatti,Yes,Yes,Staten and Ellis Islands,4.0/5,557.0,080 49653056,Casual Dining,Delivery,7.0,2.0,American,1.0
41609,Chai Mania,Yes,No,Staten and Ellis Islands,2.8 /5,67.0, 9900566316,Cafe,Dine-out,5.0,3.0,Snacks,0.0
16103,Purani Dilli,No,No,East Village,3.2/5,4.0," 9845783627,  6360997214",Quick Bites,Delivery,1.0,2.0,American,0.0
3499,Maiyas,Yes,No,Chelsea,4.0/5,1778.0, 9632411352,,Dine-out,7.0,4.0,American,0.0
2469,Hakuna Matata,No,No,Midtown,4.5/5,2781.0," 9741133866,  9880548165",Casual Dining,Drinks & nightlife,7.0,4.0,American,1.0
17542,Srinathji's,Yes,Yes,Greenwich,3.6/5,592.0," 8105886845,  9110651171",Casual Dining,Buffet,7.0,5.0,Italian,1.0
22618,Mane Burger,No,No,Midtown,,0.0, 8073028920,Takeaway,Delivery,1.0,1.0,Italian,0.0
16050,Momos Corner,No,No,East Village,3.3/5,6.0, 8887993951,Quick Bites,Delivery,1.0,1.0,Chinese,0.0
50113,Oregano Soul Food,Yes,No,Chinatown,4.0 /5,158.0,080 49653362,Cafe,Cafes,7.0,1.0,Snacks,1.0
50123,Fashion Knack Cafe,No,No,Chinatown,3.7 /5,18.0, 7024541064,Cafe,Cafes,1.0,3.0,Snacks,0.0
41643,Cafe Coffee Day,Yes,No,Staten and Ellis Islands,2.9 /5,12.0,18001025093,Cafe,Dine-out,1.0,2.0,Snacks,1.0
10871,Barbeque Nation,No,Yes,Midtown,4.7/5,3852.0, 8064806060,Casual Dining,Dine-out,7.0,5.0,American,1.0
50654,The Farm House Bar n Grill,No,No,Chinatown,3.7 /5,34.0," 9980121279
 9900240646",Casual Dining,Delivery,1.0,2.0,American,1.0
20661,Dr. Sheesha,No,Yes,Midtown,4.1/5,1453.0,080 49653341,Cafe,Delivery,7.0,4.0,Snacks,1.0
51535,Udupi Veg Express,No,No,Chinatown,,0.0, 7204077555,Quick Bites,Dine-out,1.0,3.0,Mexican,0.0
45546,Lavonne,No,No,Greenwich,4.4 /5,1132.0, 9740954505,Cafe,Desserts,7.0,2.0,Snacks,1.0
28424,Tim Tai,Yes,Yes,Tribeca,4.4 /5,3674.0," 7204198888,  9110635136",Casual Dining,Dine-out,7.0,7.0,Chinese,1.0
51477,Tadka Punjabi Restaurant,Yes,No,Chinatown,3.3 /5,9.0," 6362861415
 7259831412",,Dine-out,1.0,1.0,American,0.0
19587,Namma Brahmin's Sushi,Yes,No,Chelsea,3.7/5,38.0, 8310555879,Quick Bites,Delivery,1.0,1.0,Mexican,0.0
30182,Omleterian,Yes,No,Lower Manhattan,,0.0,,Quick Bites,Delivery,1.0,2.0,American,0.0
11390,The Little Kitchen,No,No,Chelsea,3.8/5,27.0, 7026222245,Quick Bites,Dine-out,1.0,2.0,Chinese,0.0
33515,Alechemy,No,No,Lower Manhattan,,0.0, 8971246327,Casual Dining,Delivery,1.0,,American,1.0
8157,Krishna Bhojan,No,No,Staten and Ellis Islands,,0.0, 9606123181,Quick Bites,Dine-out,1.0,1.0,American,0.0
1341,RBP Greens Garden,Yes,No,Lower Manhattan,2.7/5,48.0," 8971411691,  9663809382",Casual Dining,Delivery,1.0,2.0,American,1.0
8296,Urban Spoon Buffet Restaurant,No,Yes,Tribeca,3.5/5,32.0," 9900178610,  9900178608",,Buffet,1.0,2.0,American,1.0
23176,Churchill's,Yes,Yes,Midtown,4.1/5,1405.0," 9035475040,  9845033470",Casual Dining,Dine-out,,2.0,American,1.0
20848,Royal's Burger,Yes,No,Lower Manhattan,,0.0, 9980871513,Quick Bites,Delivery,1.0,1.0,Italian,0.0
31734,Aroma Fine Dine,Yes,Yes,East Village,4.0 /5,126.0," 9513888632,  9945845334",Casual Dining,Dine-out,4.0,4.0,American,1.0
31098,Noodle Panda,Yes,No,Tribeca,4.3 /5,341.0, 8043029207,Casual Dining,Dine-out,7.0,7.0,Chinese,1.0
23349,Annapurna Benne Dose,Yes,No,Midtown,NEW,0.0, 9945828947,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
22356,Bottle Breacher,No,Yes,Midtown,4.1/5,1195.0, 9482512009,Casual Dining,Delivery,7.0,2.0,Italian,1.0
4243,Night Diaries,Yes,No,Chinatown,3.1/5,16.0, 9108269485,Quick Bites,Delivery,1.0,1.0,American,0.0
19419,SlimSins Cafe,No,No,Chelsea,4.1/5,710.0, 9535582766,Cafe,Cafes,7.0,2.0,Snacks,1.0
10674,Snack Knack,Yes,No,Lower Manhattan,3.0/5,36.0," 9535092716,  9880941836",Quick Bites,Dine-out,1.0,2.0,American,0.0
21299,The Coastal Crew by Fujian on 24th,Yes,Yes,Midtown,,1037.0,"080 26499444,  8951516623",Casual Dining,Dine-out,7.0,5.0,Chinese,1.0
28501,Chung Wah,Yes,No,Tribeca,4.0 /5,314.0,"080 41607888, 080 41607999",Casual Dining,Dine-out,,4.0,Chinese,1.0
22879,Udupi Thadka,No,No,Lower Manhattan,,0.0,080 43021681,Quick Bites,Delivery,1.0,3.0,Mexican,0.0
35178,Beer Adda,Yes,Yes,Tribeca,4.3 /5,551.0,"080 41106602
 9902888658",Casual Dining,Delivery,7.0,3.0,American,1.0
41219,Go Gharelu,Yes,No,Staten and Ellis Islands,3.1 /5,67.0, 8095508855,Takeaway,Delivery,1.0,2.0,American,0.0
44842,Paradise,Yes,No,Greenwich,4.0 /5,3268.0," 9513477571
 9886225506",Casual Dining,Delivery,7.0,3.0,Italian,1.0
17058,Biriyani Zone,Yes,No,East Village,3.9/5,668.0," 9980000887,  9980000744",Casual Dining,Dine-out,7.0,4.0,Italian,1.0
40992,Desi Bites,Yes,No,Staten and Ellis Islands,3.9 /5,81.0, 8884101122,Quick Bites,Delivery,1.0,1.0,American,0.0
2334,Sambram,No,No,Midtown,,0.0,"080 26588510,  9741868677",Casual Dining,Dine-out,1.0,2.0,Italian,1.0
1350,New Mogul Empire,Yes,No,Midtown,3.4/5,5.0,"080 48542046, 00 888034340",Quick Bites,Delivery,1.0,2.0,American,0.0
30519,Tella Tales,Yes,No,Tribeca,4.2 /5,414.0, 8792110657,Cafe,Delivery,7.0,3.0,Snacks,1.0
19893,American Paratha Factory,Yes,No,Lower Manhattan,,24.0, 9108091606,Quick Bites,Delivery,1.0,1.0,American,0.0
18670,Paradise,Yes,No,Greenwich,,3238.0," 9513477571,  9886225506",Casual Dining,Dine-out,7.0,3.0,Italian,1.0
31919,Rayalaseema Abhiruchulu,No,No,Lower Manhattan,NEW,0.0, 9742044034,Quick Bites,Dine-out,1.0,3.0,American,0.0
45394,J's Cafe,No,No,Greenwich,3.9 /5,155.0, 8904090009,Cafe,Delivery,7.0,2.0,Snacks,1.0
2424,Hungry Buddies,No,No,Lower Manhattan,3.3/5,33.0," 9606259513,  7619546574",Quick Bites,Dine-out,1.0,1.0,American,0.0
23842,Turquoise,No,No,Midtown,2.8/5,56.0,080 42456060,Lounge,Drinks & nightlife,1.0,1.0,American,1.0
17662,Food Town,Yes,No,Greenwich,3.2/5,5.0," 9036963478,  6362545124",Quick Bites,Delivery,1.0,1.0,Chinese,0.0
34029,American Coffee House & Restaurant,No,No,Tribeca,4.2 /5,676.0, 8025522339,Casual Dining,Dine-out,7.0,3.0,Mexican,1.0
21845,Capsicum Family Restaurant,Yes,No,Lower Manhattan,3.8/5,256.0,080 49652678,Casual Dining,Delivery,1.0,2.0,Italian,1.0
22089,UP Style North American Food,Yes,No,Chelsea,3.6/5,47.0, 9686212479,Takeaway,Delivery,1.0,1.0,American,0.0
41979, Darshini Veg Restaurant,No,No,Staten and Ellis Islands,NEW,0.0, 7829336533,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
23595,Fusion Theory,Yes,Yes,Chelsea,NEW,0.0,080 49653171,Casual Dining,Dine-out,7.0,5.0,Chinese,1.0
11198,Urban Spoon Buffet Restaurant,No,Yes,Tribeca,3.5/5,32.0," 9900178610,  9900178608",Casual Dining,Dine-out,1.0,2.0,American,1.0
12232,Srinidhi Johnson Food Line,Yes,No,Greenwich,3.7/5,129.0,080 25250408,Quick Bites,Delivery,3.0,3.0,Mexican,0.0
21210,Trendz Corner,No,No,Chelsea,3.6 /5,,"080 22442595,  9845285826",Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
23197,Parkview,No,No,Midtown,4.0/5,130.0,"080 41509991,  9343078070",Quick Bites,Dine-out,7.0,3.0,Mexican,0.0
23824,Amjad Bhai's Star Hotel - Home Food Only,No,No,Lower Manhattan,NEW,0.0, 9945367360,Quick Bites,Dine-out,1.0,2.0,American,0.0
46109,Perk - Estd 1986 Delhi,Yes,Yes,Greenwich,4.4 /5,1526.0,"080 48536713
 8884498122",Casual Dining,Pubs and bars,7.0,3.0,American,1.0
31730,B2D Indori Perk,No,No,Lower Manhattan,3.3 /5,4.0, 9691652001,Quick Bites,Dine-out,,1.0,American,0.0
23804,The Denny's,No,No,Chelsea,3.7/5,93.0,"080 26593687, 080 25920389",Casual Dining,Dine-out,2.0,2.0,American,1.0
31900,Fast N Food,No,No,Lower Manhattan,,0.0, 7760938769,Quick Bites,Dine-out,1.0,3.0,Chinese,0.0
21267,Adithya Veg,No,No,Chelsea,3.3 /5,10.0,,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
7610,Kaafi Desi,Yes,No,Staten and Ellis Islands,4.1/5,515.0, 9599154965,Quick Bites,Delivery,7.0,2.0,American,0.0
34594,RK Fast Food,No,No,Lower Manhattan,,0.0, 8919293202,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
41529,Float,Yes,Yes,Staten and Ellis Islands,4.4 /5,3113.0," 9066887042
 9066887086",Casual Dining,Dine-out,7.0,2.0,American,1.0
10904,Kobe Sizzlers,No,Yes,Tribeca,4.1/5,1786.0,"080 49589249,  9901299432",Casual Dining,Dine-out,7.0,4.0,American,1.0
35589,Biriyani Mane,Yes,No,Chelsea,3.7 /5,159.0," 9731889744
080 26581948",Casual Dining,Delivery,3.0,3.0,Italian,1.0
9535,Ayush Reddy Tiffins & Fast Food Center,No,No,Lower Manhattan,,0.0, 7893037059,Quick Bites,Delivery,1.0,3.0,Mexican,0.0
1263,The little Kitchen,Yes,No,Midtown,,0.0, 9113076319,Quick Bites,Delivery,1.0,2.0,Chinese,0.0
21602,Sri Vishnupriya,No,No,Lower Manhattan,3.0 /5,67.0, 9743747785,Quick Bites,Dine-out,2.0,3.0,Mexican,0.0
21819,Fabcafe,No,Yes,Chelsea,3.5/5,11.0, 8050403072,Cafe,Cafes,1.0,2.0,Snacks,1.0
50616,Flavours Radha Hometel,No,Yes,Chinatown,3.5 /5,185.0,080 49652799,Casual Dining,Delivery,7.0,4.0,American,1.0
3552,Mystique Palate,Yes,No,Chelsea,4.1/5,337.0," 9663313544,  9916685945",Quick Bites,Dine-out,7.0,2.0,Chinese,0.0
40870,Sultan's Burger,No,No,Staten and Ellis Islands,3.0 /5,10.0, 9513777153,Delivery,Delivery,1.0,2.0,Italian,1.0
19282,Jonah's,Yes,Yes,Greenwich,4.1/5,1827.0," 7349671712,  7349671711",Casual Dining,Drinks & nightlife,7.0,4.0,Italian,1.0
7917,Sanjha Chulha,Yes,Yes,Staten and Ellis Islands,4.0/5,152.0," 8861611114,  8861711114",,Dine-out,7.0,3.0,American,1.0
8903,Zero Mile Punjab,Yes,Yes,East Village,4.1/5,1336.0, 9986785586,Casual Dining,Delivery,7.0,2.0,American,1.0
36784,Wild Thyme Restaurant,No,No,Tribeca,4.4 /5,44.0," 9742599919
 8025505542",Casual Dining,Dine-out,1.0,5.0,Chinese,1.0
36122,Food And You,No,No,Tribeca,3.8 /5,89.0," 9886360205
 7204347392",Quick Bites,Delivery,7.0,2.0,American,0.0
20127,The Airos,Yes,No,Chelsea,4.1/5,130.0, 7026390001,Cafe,Delivery,7.0,3.0,Snacks,1.0
41738,Delight food,Yes,No,Staten and Ellis Islands,3.1 /5,8.0, 7624863271,Quick Bites,Dine-out,1.0,2.0,American,0.0
16137,Kuch Acha Khate Hain- Love for Food,No,No,East Village,,0.0," 8095442288,  8005030684",Delivery,Delivery,1.0,1.0,American,0.0
30684,Ambur Biriyani Point,No,No,Lower Manhattan,3.6 /5,26.0, 8792721772,Quick Bites,Delivery,1.0,1.0,Italian,0.0
21934,Fujian Express,Yes,No,Midtown,3.4/5,35.0,080 43334321,Quick Bites,Delivery,1.0,2.0,Chinese,0.0
2895,Biriyani Mane,Yes,No,Chelsea,3.7/5,158.0," 9731889744, 080 26581948",Casual Dining,Delivery,3.0,3.0,Italian,1.0
29967,American Coffee House & Restaurant,No,No,Tribeca,4.2 /5,676.0, 8025522339,Casual Dining,Delivery,7.0,3.0,Mexican,1.0
51196,Southern Spice,Yes,No,Chinatown,2.6 /5,382.0," 8197177775
 8197277775",Casual Dining,Dine-out,7.0,4.0,American,1.0
2846,The Airos,Yes,No,Chelsea,4.1/5,130.0, 7026390001,Cafe,Delivery,7.0,3.0,Snacks,1.0
6802,UBCR,Yes,No,Staten and Ellis Islands,3.6/5,9.0, 9986654478,Cafe,Cafes,1.0,6.0,Italian,1.0
29582,Yum In My Tum,Yes,No,Lower Manhattan,4.2 /5,114.0, 9108084789,Quick Bites,Delivery,7.0,4.0,Chinese,0.0
23830,Hakuna Matata,No,No,Midtown,4.5/5,2800.0," 9741133866,  9880548165",Casual Dining,Drinks & nightlife,7.0,4.0,American,1.0
51173,Starbucks,No,No,Chinatown,3.9 /5,35.0,,Cafe,Dine-out,1.0,2.0,Snacks,1.0
10065,Le Rosa Restaurant,No,No,East Village,3.2/5,4.0," 9206082090,  9961659609",,Delivery,1.0,3.0,American,1.0
17059,Dindigul Time Pass Restaurant,Yes,No,East Village,3.2/5,115.0," 7795012021,  9686612009",Casual Dining,Dine-out,1.0,4.0,Mexican,1.0
35656,Khan's Burger,Yes,No,Lower Manhattan,3.0 /5,11.0," 9902261142
080 42121142",Quick Bites,Delivery,1.0,2.0,Italian,0.0
17211,The Mylapore Cafe,Yes,No,East Village,4.1/5,119.0,080 41472414,Quick Bites,Dine-out,5.0,2.0,Mexican,0.0
40505,The Black Pearl,No,Yes,Staten and Ellis Islands,,7284.0,080 49653069,Casual Dining,Buffet,7.0,4.0,American,1.0
9695,Mandi,Yes,Yes,Midtown,3.8/5,561.0,"080 26581432,  9880493432",Casual Dining,Delivery,7.0,1.0,American,1.0
35727,Willys Top Cafe,Yes,No,Chelsea,4.0 /5,310.0," 7795808555
00 09176703991",Cafe,Delivery,7.0,3.0,Snacks,1.0
19995,Mudpipe Cafe,Yes,Yes,Lower Manhattan,4.5/5,1878.0, 9631220007,Cafe,Delivery,,3.0,Snacks,1.0
17265,Special Taste 99 Varieties Nachos,No,No,East Village,,0.0, 9741792035,Food Court,Dine-out,1.0,2.0,Mexican,0.0
9251,Bistro Oui,Yes,Yes,Tribeca,4.1/5,400.0," 9535007412,  9972815434",Cafe,Delivery,7.0,4.0,Snacks,1.0
21433,B2D Indori Perk,No,No,Lower Manhattan,,4.0, 9691652001,Quick Bites,Dine-out,1.0,1.0,American,0.0
29069,Manhattan Lunch Home,Yes,No,Lower Manhattan,3.6 /5,43.0, 9900603369,Quick Bites,Dine-out,1.0,3.0,American,0.0
10810,South Side,No,No,Lower Manhattan,3.3/5,6.0, 9742792887,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
37631,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4 /5,348.0," 8660457440
 8025505542",,Pubs and bars,7.0,6.0,Chinese,1.0
27642,Pensiri Cafe,Yes,No,East Village,3.6/5,48.0, 8867456453,Takeaway,Delivery,1.0,1.0,American,0.0
3573,Vasudev Adiga's,No,No,Chelsea,3.8/5,265.0,"080 22940240, 080 22940235",Quick Bites,Dine-out,7.0,5.0,Mexican,0.0
29158,Food Magic,No,No,East Village,,0.0, 7795403785,Quick Bites,Dine-out,1.0,2.0,American,0.0
21788,Biggies Burger 'n' More,Yes,No,Midtown,4.1/5,206.0," 9740962288, 080 41145111",Quick Bites,Cafes,7.0,3.0,Snacks,1.0
40539,Chai Mania,Yes,No,Staten and Ellis Islands,2.8 /5,67.0, 9900566316,,Cafes,5.0,3.0,Snacks,0.0
33336,Hunan,No,Yes,Tribeca,4.3 /5,2248.0,080 25520154,Casual Dining,Delivery,,3.0,Chinese,1.0
29823,Appana Restaurant,Yes,No,Lower Manhattan,3.5 /5,12.0, 9591264628,Quick Bites,Delivery,1.0,1.0,American,0.0
10717,Mast Burger,No,No,Lower Manhattan,,0.0,,Quick Bites,Dine-out,1.0,1.0,Italian,0.0
17276,Kumbakonam Degree Coffee,No,No,East Village,,0.0, 9845199499,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
44970,Monkey Bar,Yes,No,Greenwich,4.3 /5,,080 49653039,Pub,Delivery,7.0,4.0,American,1.0
31722,New Limra Hotel,No,No,Lower Manhattan,3.4 /5,5.0, 9900597569,,Dine-out,1.0,3.0,Mexican,0.0
18014,Tandoori Taal,Yes,Yes,Greenwich,4.3/5,1788.0,"080 41266222,  9663231111",Casual Dining,Delivery,7.0,2.0,Italian,1.0
33414,Holige Mane,No,No,Lower Manhattan,-,0.0, 8150852727,Quick Bites,Delivery,1.0,1.0,Mexican,0.0
16127,SS Food Point,No,No,East Village,,0.0," 9148055554,  9148055553",Quick Bites,Delivery,1.0,2.0,Mexican,0.0
16649,Sichuan,Yes,No,East Village,4.0/5,492.0," 8151800777,  8152800777",Casual Dining,Delivery,7.0,3.0,Chinese,1.0
41316,Aahar Vihar,Yes,No,Staten and Ellis Islands,4.0 /5,73.0, 6362160502,Quick Bites,Delivery,2.0,1.0,American,0.0
29999,Third Wave Coffee Roasters,Yes,No,East Village,4.1 /5,142.0," 7349791061,  9986625007",Cafe,Delivery,6.0,2.0,Snacks,1.0
1132,Manchu Cafe,Yes,No,Lower Manhattan,3.8/5,21.0," 9148854146,  9980047224",Quick Bites,Delivery,1.0,6.0,Chinese,0.0
4132,Homifoo,Yes,No,East Village,3.5/5,11.0, 9206298204,Quick Bites,Delivery,1.0,1.0,American,0.0
21634,Hotel Chiguru,No,No,Midtown,,0.0, 7411176417,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
